caminho_imagem,classe
PKLot/PKLotSegmented/PUC/Cloudy/2012-10-31/Empty/2012-10-31_10_18_10#021.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-08/Empty/2012-11-08_12_30_42#026.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-11/Empty/2012-11-11_09_03_53#098.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-10-31/Empty/2012-10-31_06_43_00#046.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-08/Empty/2012-11-08_07_30_27#006.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-11/Empty/2012-11-11_08_38_52#003.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-10-31/Empty/2012-10-31_12_03_14#035.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-08/Empty/2012-11-08_07_20_27#097.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-11/Empty/2012-11-11_10_43_57#016.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-10-31/Empty/2012-10-31_07_28_01#044.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-08/Empty/2012-11-08_14_00_46#009.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-11/Empty/2012-11-11_06_58_47#009.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-10-31/Empty/2012-10-31_06_27_59#058.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-08/Empty/2012-11-08_11_20_39#024.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-11/Empty/2012-11-11_06_33_46#038.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-10-31/Empty/2012-10-31_06_22_58#028.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-08/Empty/2012-11-08_13_40_45#065.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-11/Empty/2012-11-11_09_58_56#045.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-10-31/Empty/2012-10-31_13_33_18#023.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-08/Empty/2012-11-08_14_10_46#094.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-11/Empty/2012-11-11_08_53_53#052.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-10-31/Empty/2012-10-31_09_43_08#093.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-08/Empty/2012-11-08_13_35_45#057.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-11/Empty/2012-11-11_07_48_50#049.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-10-31/Empty/2012-10-31_13_48_19#033.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-08/Empty/2012-11-08_12_50_43#074.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-11/Empty/2012-11-11_07_48_50#034.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-10-31/Empty/2012-10-31_06_43_00#017.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-08/Empty/2012-11-08_13_25_44#078.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-11/Empty/2012-11-11_08_53_53#074.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-10-31/Empty/2012-10-31_12_03_14#011.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-08/Empty/2012-11-08_12_35_42#078.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-11/Empty/2012-11-11_10_08_56#086.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-10-31/Empty/2012-10-31_07_03_00#071.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-08/Empty/2012-11-08_07_30_27#059.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-11/Empty/2012-11-11_08_18_51#061.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-10-31/Empty/2012-10-31_07_53_03#041.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-08/Empty/2012-11-08_11_40_40#079.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-11/Empty/2012-11-11_12_14_01#051.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-10-31/Empty/2012-10-31_06_27_59#098.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-08/Empty/2012-11-08_14_30_47#089.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-11/Empty/2012-11-11_07_03_48#021.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-10-31/Empty/2012-10-31_16_03_25#001.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-08/Empty/2012-11-08_14_25_47#096.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-11/Empty/2012-11-11_08_23_51#023.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-10-31/Empty/2012-10-31_15_58_24#090.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-08/Empty/2012-11-08_17_00_54#096.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-11/Empty/2012-11-11_07_53_50#020.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-10-31/Empty/2012-10-31_10_53_11#069.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-08/Empty/2012-11-08_17_45_56#093.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-11/Empty/2012-11-11_08_03_50#006.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-10-31/Empty/2012-10-31_14_13_20#084.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-08/Empty/2012-11-08_14_15_47#012.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-11/Empty/2012-11-11_08_23_51#070.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-10-31/Empty/2012-10-31_06_37_59#015.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-08/Empty/2012-11-08_11_15_38#090.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-11/Empty/2012-11-11_07_18_48#005.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-10-31/Empty/2012-10-31_14_53_21#044.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-08/Empty/2012-11-08_06_15_24#050.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-11/Empty/2012-11-11_08_23_51#099.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-10-31/Empty/2012-10-31_16_43_26#014.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-08/Empty/2012-11-08_16_30_53#040.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-11/Empty/2012-11-11_06_33_46#082.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-10-31/Empty/2012-10-31_17_08_27#092.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-08/Empty/2012-11-08_17_15_55#039.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-11/Empty/2012-11-11_08_28_51#009.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-10-31/Empty/2012-10-31_06_48_00#009.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-08/Empty/2012-11-08_06_15_24#042.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-11/Empty/2012-11-11_08_38_52#042.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-10-31/Empty/2012-10-31_14_03_19#007.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-08/Empty/2012-11-08_15_45_51#010.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-11/Empty/2012-11-11_06_48_47#092.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-10-31/Empty/2012-10-31_13_48_19#041.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-08/Empty/2012-11-08_06_20_24#027.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-11-11/Empty/2012-11-11_10_18_56#087.jpg,1
PKLot/PKLotSegmented/PUC/Cloudy/2012-10-31/Empty/2012-10-31_06_53_00#061.jpg,1
